,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
200703,  -99.99,   -0.03,    1.35,    0.99,   -0.11,    0.48,    2.07,    1.02,    1.07,   -0.31,    0.64,    0.67,    0.25,    2.49,    1.56,    1.21,    0.85,    0.96,    1.19
200704,  -99.99,    1.92,    3.13,    4.24,    1.93,    1.87,    3.50,    4.09,    4.23,    2.20,    0.94,    1.78,    1.98,    3.12,    3.98,    3.93,    4.24,    4.09,    4.39
200705,  -99.99,    1.52,    4.73,    3.76,    1.32,    3.65,    5.45,    4.11,    3.50,    0.81,    3.22,    3.31,    4.05,    5.38,    5.53,    4.01,    4.20,    3.32,    3.69
200706,  -99.99,   -0.29,   -1.50,   -1.72,   -0.14,   -1.81,   -1.02,   -1.93,   -1.55,   -0.07,   -0.39,   -1.60,   -2.04,   -1.29,   -0.68,   -1.85,   -2.01,   -1.27,   -1.85
200707,  -99.99,   -5.35,   -5.13,   -3.42,   -5.17,   -6.44,   -4.80,   -4.51,   -2.85,   -4.63,   -7.31,   -6.77,   -6.01,   -5.03,   -4.50,   -4.56,   -4.45,   -2.68,   -3.02
200708,  -99.99,   -1.81,    0.53,    0.55,   -2.35,    2.01,    0.52,   -0.22,    0.69,   -3.28,    1.37,    2.51,    1.37,    1.79,   -1.09,   -0.75,    0.29,   -0.31,    1.72
200709,  -99.99,    1.22,    2.06,    3.25,    1.30,    0.84,    2.45,    2.37,    3.80,    1.43,    0.80,    0.56,    1.19,    1.98,    3.05,    2.48,    2.27,    3.42,    4.19
200710,  -99.99,    0.56,    2.25,    1.81,    0.42,    2.14,    2.35,    1.37,    1.99,    0.15,    1.49,    1.69,    2.72,    2.45,    2.23,    1.28,    1.47,    1.84,    2.15
200711,  -99.99,   -9.46,   -6.39,   -4.61,   -9.65,   -7.72,   -6.23,   -5.41,   -4.08,   -9.74,   -9.26,   -7.99,   -7.37,   -6.10,   -6.39,   -5.24,   -5.56,   -4.12,   -4.04
200712,  -99.99,   -1.65,   -1.06,   -1.02,   -1.78,   -0.20,   -1.50,   -1.71,   -0.86,   -2.10,   -0.51,   -0.57,    0.27,   -1.69,   -1.27,   -2.12,   -1.31,    0.04,   -1.78
200801,  -99.99,   -5.11,   -5.15,   -5.11,   -5.02,   -5.93,   -5.12,   -4.32,   -5.31,   -4.36,   -7.67,   -5.87,   -6.01,   -4.83,   -5.48,   -3.86,   -4.76,   -5.71,   -4.90
200802,  -99.99,   -2.64,   -3.38,   -2.87,   -2.70,   -3.05,   -2.92,   -3.10,   -2.78,   -2.03,   -5.40,   -2.15,   -4.22,   -4.52,   -0.93,   -3.14,   -3.05,   -3.05,   -2.50
200803,  -99.99,   -3.08,   -1.30,   -1.89,   -3.56,    0.62,   -1.56,   -2.54,   -2.00,   -4.40,   -0.23,    0.74,    0.46,   -1.66,   -1.45,   -3.42,   -1.70,   -2.76,   -1.22
200804,  -99.99,    0.95,    5.57,    5.44,    0.70,    3.19,    7.28,    4.90,    5.60,    0.27,    2.42,    2.85,    3.61,    6.30,    8.49,    4.64,    5.15,    6.27,    4.92
200805,  -99.99,    3.11,    4.92,    2.82,    2.89,    5.09,    4.89,    3.97,    2.32,    2.86,    3.00,    4.81,    5.43,    5.31,    4.36,    4.20,    3.74,    3.02,    1.61
200806,  -99.99,   -9.16,  -10.11,  -10.16,   -8.91,  -10.48,  -10.32,  -10.72,   -9.64,   -8.16,  -11.79,  -11.13,   -9.65,  -10.69,   -9.86,  -10.32,  -11.10,   -9.13,  -10.15
200807,  -99.99,    1.14,    1.28,   -2.11,    0.74,    4.06,    0.92,   -2.21,   -2.19,   -0.79,    6.13,    4.14,    3.96,    0.74,    1.13,   -2.48,   -1.95,   -2.94,   -1.40
200808,  -99.99,    2.02,    3.99,    1.00,    1.72,    4.99,    3.47,    2.06,    0.35,    1.10,    3.89,    4.20,    5.94,    3.61,    3.30,    1.92,    2.19,   -0.14,    0.87
200809,  -99.99,  -11.18,   -9.97,  -12.62,  -11.63,   -7.66,  -10.80,  -12.76,  -12.38,  -12.74,   -7.76,   -7.88,   -7.39,  -10.98,  -10.60,  -12.43,  -13.09,  -13.17,  -11.55
200810,  -99.99,  -21.18,  -22.02,  -20.76,  -20.80,  -23.11,  -21.63,  -22.47,  -20.06,  -20.41,  -22.14,  -23.99,  -22.08,  -22.34,  -20.84,  -22.87,  -22.08,  -22.41,  -17.63
200811,  -99.99,  -15.52,  -11.84,   -9.44,  -15.75,  -12.94,  -11.67,  -11.17,   -9.08,  -16.50,  -13.16,  -13.86,  -11.86,  -13.72,   -9.40,  -12.25,  -10.10,  -10.75,   -7.35
200812,  -99.99,    2.09,    5.56,    3.32,    1.22,    7.24,    5.47,    4.93,    2.60,   -0.19,    5.99,    8.37,    5.89,    5.37,    5.58,    5.19,    4.67,    3.13,    2.05
200901,  -99.99,   -2.29,   -8.47,   -6.40,   -1.35,   -9.60,   -8.36,   -5.86,   -6.50,    1.75,  -11.77,   -9.01,  -10.31,   -9.22,   -7.40,   -5.54,   -6.19,   -6.53,   -6.47
200902,  -99.99,  -11.66,  -12.05,  -10.65,  -11.44,  -13.17,  -11.39,  -10.95,  -10.95,  -11.07,  -12.67,  -13.21,  -13.13,  -11.63,  -11.12,  -11.80,  -10.09,  -10.96,  -10.94
200903,  -99.99,   12.87,   12.44,    9.82,   13.10,   12.60,   11.48,   10.21,   10.46,   12.31,   15.67,   11.26,   14.20,   11.97,   10.95,   11.81,    8.62,    9.65,   11.30
200904,  -99.99,   21.71,   22.87,   17.99,   20.97,   24.67,   23.76,   20.33,   17.62,   19.73,   25.01,   26.84,   22.09,   25.74,   21.57,   21.99,   18.67,   22.51,   12.51
200905,  -99.99,   11.11,    6.32,    7.73,   11.88,    6.54,    5.40,    6.96,    8.06,   13.70,    5.98,    5.86,    7.35,    5.41,    5.39,    6.82,    7.10,    8.02,    8.10
200906,  -99.99,    5.09,    0.78,   -0.46,    5.42,    2.04,    0.91,    0.14,   -0.90,    5.85,    4.04,    2.84,    1.08,    1.78,   -0.05,   -0.09,    0.37,   -0.76,   -1.03
200907,  -99.99,    8.56,    9.52,    8.26,    8.13,   10.25,   10.04,    8.68,    8.08,    7.59,    9.81,   11.01,    9.17,   10.47,    9.53,    8.78,    8.58,    8.67,    7.47
200908,  -99.99,    7.85,    3.91,    4.33,    8.82,    3.40,    3.21,    4.92,    3.54,   10.38,    4.05,    2.31,    4.93,    3.43,    2.96,    4.00,    5.81,    3.90,    3.16
200909,  -99.99,    7.76,    6.15,    5.11,    7.70,    7.12,    6.27,    6.59,    4.31,    7.89,    7.13,    8.11,    5.72,    5.74,    6.87,    6.58,    6.61,    4.76,    3.83
200910,  -99.99,   -7.27,   -5.83,   -3.04,   -7.23,   -7.29,   -5.53,   -4.46,   -2.40,   -6.80,   -8.53,   -7.52,   -6.96,   -6.05,   -4.95,   -4.69,   -4.23,   -2.84,   -1.95
200911,  -99.99,    0.71,    3.58,    5.07,    0.40,    2.37,    3.80,    4.52,    5.71,    0.15,    1.15,    2.44,    2.27,    3.32,    4.34,    5.17,    3.89,    4.48,    7.01
200912,  -99.99,    6.68,    7.42,    4.49,    6.23,    8.96,    7.37,    6.08,    3.34,    5.37,    8.78,    9.16,    8.68,    7.63,    7.06,    5.51,    6.64,    4.63,    1.99
201001,  -99.99,    0.66,   -2.89,   -3.28,    1.26,   -2.50,   -3.15,   -3.23,   -3.26,    3.00,   -3.88,   -2.62,   -2.34,   -3.44,   -2.83,   -3.14,   -3.33,   -2.96,   -3.56
201002,  -99.99,    3.55,    4.46,    4.17,    3.52,    3.69,    5.00,    4.97,    3.49,    2.79,    5.64,    3.75,    3.61,    5.34,    4.61,    4.50,    5.43,    3.99,    2.96
201003,  -99.99,    8.12,    8.33,    6.54,    8.15,    8.56,    8.08,    7.50,    5.86,    8.03,    8.52,    7.96,    9.42,    7.77,    8.44,    7.17,    7.82,    5.82,    5.90
201004,  -99.99,    9.71,    4.97,    2.45,   10.44,    5.47,    4.83,    4.37,    1.88,   11.31,    7.93,    5.79,    5.02,    5.94,    3.56,    5.24,    3.52,    2.60,    1.12
201005,  -99.99,   -8.56,   -7.43,   -7.33,   -8.76,   -7.49,   -7.34,   -7.10,   -7.67,   -8.71,   -8.88,   -7.48,   -7.52,   -7.73,   -6.90,   -7.52,   -6.69,   -7.42,   -7.93
201006,  -99.99,   -8.42,   -7.15,   -5.57,   -8.57,   -7.58,   -7.08,   -6.37,   -5.31,   -8.85,   -7.80,   -7.61,   -7.54,   -7.72,   -6.35,   -6.68,   -6.06,   -5.00,   -5.63
201007,  -99.99,    4.91,    6.95,    7.33,    4.60,    6.79,    7.10,    7.29,    7.25,    4.06,    6.35,    6.90,    6.65,    7.71,    6.49,    7.10,    7.46,    7.14,    7.37
201008,  -99.99,   -7.50,   -6.24,   -4.46,   -7.45,   -7.32,   -6.43,   -4.85,   -4.34,   -6.87,   -9.31,   -7.85,   -6.66,   -7.32,   -5.53,   -5.05,   -4.67,   -4.48,   -4.19
201009,  -99.99,   10.37,   12.75,   10.41,    9.94,   13.42,   12.90,   10.81,   10.01,    9.16,   12.50,   13.07,   13.86,   13.02,   12.78,   10.52,   11.06,   10.74,    9.26
201010,  -99.99,    4.65,    3.14,    4.07,    4.74,    3.46,    3.86,    3.17,    4.05,    4.43,    5.74,    4.09,    2.69,    3.91,    3.81,    2.10,    4.10,    3.62,    4.50
201011,  -99.99,    2.01,    3.47,    1.45,    1.78,    3.51,    3.96,    2.44,    0.64,    0.94,    4.52,    3.45,    3.59,    4.10,    3.82,    2.04,    2.79,    1.33,   -0.08
201012,  -99.99,    9.03,    8.01,    6.81,    8.94,    8.98,    7.91,    7.49,    6.58,    8.77,    9.50,    9.54,    8.27,    8.49,    7.33,    7.83,    7.19,    6.87,    6.28
201101,  -99.99,    2.08,    1.28,    2.18,    2.39,    0.40,    1.25,    2.30,    2.13,    4.09,   -3.05,    0.16,    0.69,    0.10,    2.41,    2.35,    2.27,    1.79,    2.48
201102,  -99.99,    4.03,    4.84,    3.88,    3.66,    5.66,    5.13,    4.14,    3.58,    3.49,    4.22,    6.20,    4.99,    4.78,    5.50,    3.85,    4.39,    3.84,    3.31
201103,  -99.99,    0.74,    2.32,    1.12,    0.41,    2.15,    3.11,    1.96,    0.56,   -0.28,    2.60,    2.73,    1.43,    2.92,    3.30,    1.86,    2.04,    1.08,    0.03
201104,  -99.99,    0.58,    3.03,    3.12,    0.36,    2.20,    3.31,    2.89,    3.32,   -0.08,    1.76,    1.86,    2.61,    3.23,    3.40,    3.01,    2.79,    3.44,    3.20
201105,  -99.99,   -2.75,   -1.17,   -0.55,   -2.68,   -2.20,   -1.33,   -0.61,   -0.72,   -2.66,   -2.73,   -3.15,   -1.03,   -1.57,   -1.08,   -1.00,   -0.27,   -0.60,   -0.84
201106,  -99.99,   -2.96,   -1.80,   -1.83,   -3.09,   -1.79,   -1.95,   -2.29,   -1.58,   -2.87,   -3.80,   -2.22,   -1.27,   -2.08,   -1.81,   -2.34,   -2.25,   -1.61,   -1.54
201107,  -99.99,   -1.71,   -4.22,   -3.31,   -1.32,   -4.16,   -4.28,   -3.72,   -3.22,   -0.93,   -2.75,   -4.04,   -4.32,   -4.80,   -3.66,   -3.95,   -3.48,   -3.83,   -2.54
201108,  -99.99,  -10.34,   -8.53,   -6.52,  -10.41,   -9.81,   -8.23,   -7.69,   -5.86,  -10.23,  -11.05,   -9.95,   -9.62,   -7.96,   -8.57,   -7.63,   -7.76,   -5.90,   -5.80
201109,  -99.99,  -11.01,  -11.51,   -9.01,  -10.96,  -11.50,  -11.69,  -10.67,   -8.21,  -10.70,  -11.91,  -11.34,  -11.71,  -11.62,  -11.76,  -10.83,  -10.51,   -8.55,   -7.84
201110,  -99.99,   10.52,   16.35,   13.07,    9.43,   16.77,   16.54,   15.26,   12.11,    7.52,   16.42,   16.93,   16.57,   16.29,   16.84,   15.60,   14.90,   11.76,   12.49
201111,  -99.99,   -2.52,   -0.46,   -0.55,   -2.82,   -0.55,   -0.68,   -0.36,   -0.63,   -3.25,   -1.25,   -0.81,   -0.19,   -1.90,    0.79,   -0.33,   -0.40,   -0.89,   -0.35
201112,  -99.99,    0.06,   -0.01,   -0.61,    0.12,    0.03,   -0.12,   -0.57,   -0.49,   -0.06,    0.75,   -0.24,    0.39,   -0.17,   -0.07,   -0.33,   -0.83,   -1.10,    0.19
201201,  -99.99,   10.32,    7.19,    6.75,   10.65,    7.96,    7.20,    7.22,    6.32,   10.91,    9.76,    8.41,    7.36,    7.40,    6.96,    6.89,    7.56,    7.02,    5.53
201202,  -99.99,    3.89,    4.02,    4.63,    4.05,    3.24,    3.93,    4.88,    4.44,    4.87,    1.11,    2.95,    3.63,    3.26,    4.79,    4.78,    4.99,    4.40,    4.49
201203,  -99.99,    3.87,    1.90,    2.11,    4.24,    2.14,    1.46,    1.66,    2.45,    4.62,    2.90,    1.78,    2.61,    2.49,    0.16,    1.85,    1.46,    2.07,    2.88
201204,  -99.99,   -1.50,   -1.24,   -1.00,   -1.25,   -2.20,   -1.57,   -0.78,   -0.98,   -0.80,   -2.85,   -2.92,   -1.24,   -1.74,   -1.36,   -0.52,   -1.04,   -1.21,   -0.71
201205,  -99.99,   -6.88,   -7.23,   -7.53,   -6.74,   -7.21,   -7.31,   -8.46,   -6.83,   -6.26,   -8.44,   -7.69,   -6.55,   -6.87,   -7.87,   -8.06,   -8.87,   -6.84,   -6.82
201206,  -99.99,    4.02,    3.54,    2.91,    3.69,    5.44,    3.54,    1.79,    3.37,    2.97,    6.27,    5.83,    4.92,    4.17,    2.72,    1.55,    2.04,    3.18,    3.58
201207,  -99.99,   -1.31,   -1.13,    0.09,   -1.20,   -1.77,   -1.09,   -0.77,    0.72,   -0.90,   -2.26,   -2.00,   -1.54,   -1.92,   -0.19,   -0.48,   -1.06,    0.89,    0.54
201208,  -99.99,    2.24,    3.56,    2.98,    2.03,    2.86,    4.25,    4.07,    2.54,    1.82,    2.77,    3.50,    2.26,    4.79,    3.65,    4.35,    3.79,    2.73,    2.34
201209,  -99.99,    4.59,    2.69,    2.46,    4.41,    4.49,    2.60,    2.16,    2.37,    4.52,    4.04,    5.70,    3.36,    2.34,    2.88,    1.69,    2.63,    2.07,    2.71
201210,  -99.99,   -2.44,   -1.55,   -0.80,   -2.39,   -2.89,   -0.85,   -0.29,   -1.19,   -1.87,   -4.20,   -2.74,   -3.03,    0.01,   -1.80,   -0.51,   -0.07,   -1.57,   -0.76
201211,  -99.99,   -0.49,    1.70,    1.40,   -0.72,    0.60,    2.49,    2.08,    1.23,   -1.33,    1.37,    0.89,    0.32,    2.10,    2.92,    2.41,    1.73,    1.32,    1.13
201212,  -99.99,    2.36,    2.98,    2.16,    2.08,    3.74,    3.14,    2.44,    1.68,    1.25,    4.92,    4.07,    3.43,    3.04,    3.25,    1.83,    3.06,    1.98,    1.36
201301,  -99.99,    7.68,    6.86,    6.75,    7.89,    6.54,    6.41,    7.77,    6.40,    8.81,    4.75,    6.37,    6.70,    6.47,    6.36,    8.13,    7.39,    6.73,    6.04
201302,  -99.99,    1.01,    1.18,    1.08,    0.94,    1.18,    1.18,    1.19,    1.25,    1.19,    0.09,    1.43,    0.94,    0.92,    1.46,    1.62,    0.75,    1.53,    0.95
201303,  -99.99,    4.30,    4.57,    4.48,    4.27,    4.35,    4.76,    4.65,    4.41,    4.04,    5.05,    4.47,    4.24,    4.55,    5.00,    4.70,    4.60,    4.19,    4.65
201304,  -99.99,   -0.37,   -0.21,    1.38,   -0.25,   -0.80,   -0.36,    0.82,    1.59,   -0.21,   -0.40,   -1.11,   -0.52,   -0.26,   -0.47,    0.67,    0.98,    1.51,    1.67
201305,  -99.99,    5.27,    5.11,    2.49,    5.10,    5.96,    4.74,    3.70,    2.58,    4.67,    6.52,    6.33,    5.63,    4.99,    4.47,    5.02,    2.34,    2.51,    2.65
201306,  -99.99,    0.40,   -0.75,   -1.13,    0.29,    0.48,   -0.90,   -1.74,   -0.74,    0.29,    0.27,    1.06,   -0.05,   -0.75,   -1.07,   -1.62,   -1.87,   -0.35,   -1.17
201307,  -99.99,    8.03,    6.97,    6.01,    8.09,    6.99,    7.57,    6.65,    5.78,    8.02,    8.34,    7.70,    6.19,    7.47,    7.69,    6.82,    6.47,    5.80,    5.75
201308,  -99.99,   -1.76,   -2.66,   -2.28,   -1.51,   -2.80,   -2.81,   -2.38,   -2.45,   -1.09,   -2.96,   -3.19,   -2.36,   -3.42,   -2.11,   -2.78,   -1.96,   -2.50,   -2.41
201309,  -99.99,    6.17,    5.77,    4.31,    6.14,    6.27,    5.59,    5.29,    3.95,    5.77,    7.40,    6.35,    6.18,    5.32,    5.90,    5.57,    5.01,    3.97,    3.93
201310,  -99.99,    2.07,    2.81,    3.85,    1.92,    2.16,    3.67,    3.30,    4.10,    2.07,    1.40,    2.99,    1.24,    3.63,    3.73,    3.26,    3.35,    3.63,    4.62
201311,  -99.99,    4.86,    3.78,    2.43,    4.94,    4.55,    3.84,    2.05,    2.72,    4.46,    6.62,    4.40,    4.73,    3.60,    4.10,    2.21,    1.87,    2.43,    3.05
201312,  -99.99,    2.88,    2.71,    2.98,    2.91,    2.38,    2.93,    3.15,    2.96,    3.27,    1.64,    2.72,    2.01,    2.65,    3.24,    3.28,    3.02,    3.07,    2.85
201401,  -99.99,    1.95,   -2.94,   -2.99,    2.69,   -2.96,   -2.71,   -2.73,   -2.88,    4.36,   -3.07,   -2.29,   -3.71,   -3.05,   -2.33,   -2.28,   -3.21,   -2.37,   -3.43
201402,  -99.99,    4.25,    4.94,    5.53,    4.23,    4.35,    5.26,    5.52,    5.31,    4.14,    4.57,    4.35,    4.35,    4.59,    6.03,    5.11,    5.95,    5.91,    4.66
201403,  -99.99,    0.05,   -0.26,    0.36,   -0.02,    0.13,   -0.34,    0.06,    0.43,   -0.18,    0.52,    0.47,   -0.25,   -0.44,   -0.23,   -0.10,    0.23,    0.00,    0.91
201404,  -99.99,   -5.15,   -2.56,   -0.22,   -5.31,   -3.99,   -2.38,   -1.32,    0.37,   -5.32,   -5.26,   -4.25,   -3.70,   -2.53,   -2.21,   -1.28,   -1.36,    0.14,    0.61
201405,  -99.99,   -0.82,    1.04,    2.37,   -0.93,    0.11,    1.38,    1.76,    2.39,   -1.01,   -0.66,   -0.17,    0.41,    1.56,    1.17,    1.22,    2.32,    2.12,    2.67
201406,  -99.99,    4.56,    5.21,    2.86,    4.16,    6.35,    5.00,    4.22,    2.43,    3.81,    5.38,    6.79,    5.85,    4.83,    5.19,    4.74,    3.67,    2.70,    2.15
201407,  -99.99,   -5.29,   -5.26,   -2.35,   -4.94,   -6.21,   -5.70,   -3.62,   -2.17,   -4.30,   -7.23,   -6.92,   -5.25,   -6.10,   -5.29,   -4.39,   -2.70,   -2.35,   -1.98
201408,  -99.99,    3.52,    5.17,    4.56,    3.13,    5.23,    5.07,    5.38,    4.22,    3.00,    3.62,    5.35,    5.07,    4.67,    5.48,    5.51,    5.24,    4.67,    3.75
201409,  -99.99,   -5.18,   -5.23,   -2.51,   -5.04,   -5.55,   -5.61,   -4.12,   -1.92,   -4.39,   -7.35,   -5.80,   -5.20,   -5.59,   -5.64,   -4.48,   -3.70,   -2.32,   -1.49
201410,  -99.99,    2.25,    4.29,    2.70,    1.43,    6.16,    4.54,    2.12,    2.27,   -0.10,    6.82,    6.05,    6.32,    5.18,    3.89,    0.89,    3.56,    2.52,    2.02
201411,  -99.99,   -1.02,    0.42,    2.45,   -1.17,   -0.34,    0.87,    1.48,    2.41,   -1.10,   -1.43,   -0.35,   -0.32,    1.10,    0.64,    0.56,    2.53,    2.27,    2.56
201412,  -99.99,    2.83,    0.66,    0.17,    2.67,    2.64,    0.69,    0.21,   -0.21,    1.93,    5.26,    3.56,    1.37,    1.49,   -0.13,   -0.39,    0.92,   -0.35,   -0.06
201501,  -99.99,   -3.17,   -3.86,   -2.77,   -2.79,   -4.94,   -3.62,   -2.28,   -3.30,   -1.71,   -6.54,   -4.92,   -4.97,   -4.60,   -2.61,   -2.78,   -1.70,   -2.91,   -3.71
201502,  -99.99,    6.14,    7.47,    6.67,    5.64,    7.62,    8.13,    7.58,    6.16,    5.23,    7.07,    8.41,    6.51,    7.71,    8.55,    7.46,    7.72,    6.20,    6.11
201503,  -99.99,   -0.05,    0.76,   -0.92,   -0.29,    1.26,    0.48,    0.06,   -1.33,   -0.43,    0.20,    1.02,    1.58,    0.68,    0.27,    0.20,   -0.10,   -1.21,   -1.46
201504,  -99.99,    0.25,   -0.30,    0.83,    0.40,   -0.64,   -0.41,    0.38,    1.30,    0.77,   -0.90,   -0.43,   -0.93,   -0.38,   -0.43,    0.82,   -0.13,    1.02,    1.59
201505,  -99.99,    0.64,    1.43,    0.94,    0.53,    1.43,    1.72,    0.88,    0.58,    0.24,    1.56,    1.11,    1.87,    1.00,    2.49,    0.17,    1.70,    0.41,    0.75
201506,  -99.99,    0.44,   -0.82,   -2.01,    0.25,    0.64,   -0.54,   -1.80,   -2.35,   -0.57,    3.12,    1.28,   -0.25,    0.20,   -1.32,   -2.22,   -1.31,   -2.80,   -1.89
201507,  -99.99,   -4.75,   -1.26,    0.89,   -5.33,   -1.90,   -2.02,    0.75,    1.07,   -5.30,   -5.42,   -2.01,   -1.76,   -2.32,   -1.68,    0.93,    0.53,    0.17,    2.01
201508,  -99.99,   -3.83,   -5.96,   -5.65,   -3.47,   -5.99,   -5.29,   -6.10,   -5.59,   -2.99,   -4.88,   -5.51,   -6.61,   -6.06,   -4.44,   -6.39,   -5.76,   -5.01,   -6.20
201509,  -99.99,   -6.18,   -5.95,   -4.04,   -6.10,   -6.62,   -6.03,   -5.03,   -3.33,   -5.58,   -7.59,   -6.55,   -6.71,   -5.99,   -6.08,   -4.73,   -5.40,   -3.29,   -3.38
201510,  -99.99,    4.28,    6.11,    7.06,    3.85,    5.91,    6.97,    6.10,    7.10,    2.71,    7.10,    6.30,    5.41,    7.57,    6.30,    5.37,    6.99,    6.41,    7.80
201511,  -99.99,    2.24,    2.87,    0.31,    1.65,    5.23,    1.85,    1.01,    0.15,    1.09,    3.26,    5.02,    5.48,    3.19,    0.37,    1.31,    0.64,   -0.14,    0.44
201512,  -99.99,   -5.12,   -4.97,   -2.81,   -5.00,   -5.25,   -5.61,   -3.96,   -2.29,   -4.75,   -5.69,   -5.67,   -4.71,   -6.20,   -4.97,   -4.07,   -3.83,   -2.86,   -1.71
201601,  -99.99,  -10.23,   -9.27,   -6.98,   -9.88,  -11.21,   -9.21,   -8.34,   -5.98,   -9.28,  -11.56,  -11.85,  -10.39,   -9.54,   -8.84,   -7.86,   -8.92,   -5.89,   -6.06
201602,  -99.99,   -0.18,    1.06,    0.75,   -0.52,    0.72,    1.71,    0.68,    1.17,   -0.55,   -0.43,    1.35,   -0.06,    1.06,    2.44,    1.31,   -0.07,    1.99,    0.33
201603,  -99.99,    7.60,    9.78,    7.92,    7.38,    9.00,   10.34,    9.22,    7.15,    6.62,    9.51,    8.61,    9.51,   10.81,    9.82,    9.06,    9.42,    8.02,    6.26
201604,  -99.99,    4.61,    2.75,    2.08,    4.59,    3.65,    3.16,    2.89,    1.42,    5.02,    3.39,    4.68,    2.34,    3.50,    2.79,    2.48,    3.39,    1.50,    1.34
201605,  -99.99,   -0.10,    1.29,    1.45,   -0.63,    1.93,    0.85,    2.11,    1.06,   -0.69,   -0.47,    2.34,    1.42,    0.25,    1.53,    2.01,    2.23,    0.72,    1.40
201606,  -99.99,    0.11,   -1.21,   -0.62,    0.06,   -0.60,   -0.71,   -1.78,    0.16,    0.29,   -0.58,    0.33,   -1.77,    0.38,   -1.94,   -1.45,   -2.18,    1.02,   -0.71
201607,  -99.99,    6.06,    5.67,    4.25,    5.92,    6.61,    5.83,    4.48,    4.02,    5.80,    6.29,    6.72,    6.47,    6.00,    5.62,    4.29,    4.69,    4.49,    3.54
201608,  -99.99,    2.82,    1.80,    0.65,    3.20,    1.96,    1.74,    0.91,   -0.06,    2.97,    3.90,    0.95,    3.34,    1.87,    1.59,   -0.06,    2.03,   -0.43,    0.31
201609,  -99.99,    3.29,    0.84,    0.29,    3.41,    2.29,    0.55,    0.15,    0.43,    3.32,    3.69,    2.68,    1.76,    0.47,    0.65,    0.26,    0.02,    0.93,   -0.10
201610,  -99.99,   -6.65,   -4.61,   -1.99,   -7.02,   -5.59,   -4.07,   -2.42,   -2.20,   -7.35,   -6.02,   -4.83,   -6.63,   -4.51,   -3.54,   -3.15,   -1.58,   -3.02,   -1.37
201611,  -99.99,    9.57,   10.57,    5.23,    8.96,   12.71,   10.07,    7.23,    5.02,    7.13,   14.49,   12.58,   12.89,   10.92,    9.05,    8.62,    5.63,    5.70,    4.31
201612,  -99.99,    2.37,    1.44,    0.92,    2.33,    2.16,    1.49,    0.73,    1.21,    1.38,    5.21,    2.56,    1.64,    1.57,    1.40,    1.05,    0.36,    0.99,    1.43
201701,  -99.99,    1.59,    1.68,    2.80,    1.93,    0.54,    1.45,    2.80,    2.71,    2.97,   -1.24,   -0.05,    1.33,    1.49,    1.39,    2.66,    2.96,    3.21,    2.21
201702,  -99.99,    1.46,    1.84,    3.47,    1.17,    2.25,    1.75,    3.01,    3.44,    1.38,    0.52,    2.85,    1.45,    1.28,    2.31,    2.54,    3.54,    3.06,    3.83
201703,  -99.99,    0.80,    0.30,    0.00,    1.02,    0.07,    0.14,    0.20,    0.02,    1.09,    0.79,   -0.23,    0.49,    0.37,   -0.14,    0.42,   -0.04,    0.04,    0.01
201704,  -99.99,   -0.33,    0.65,    1.17,   -0.72,    1.32,    0.42,    0.89,    1.20,   -1.33,    1.13,    1.56,    1.01,    0.38,    0.48,    0.70,    1.11,    1.16,    1.24
201705,  -99.99,   -3.15,   -1.85,    0.97,   -3.20,   -2.98,   -1.74,   -0.22,    1.41,   -3.12,   -3.42,   -2.91,   -3.07,   -2.23,   -1.17,   -0.54,    0.13,    1.32,    1.49
